DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
GUINGUINEO,MBOSS,MBOSS ESCALE,1,489.0,ECOLE SALLE 1
GUINGUINEO,MBOSS,MBOSS ESCALE,2,488.0,ECOLE SALLE 2
GUINGUINEO,MBOSS,MBOSS MOURIDE,1,261.0,SALLE D ALPHABETISATION
GUINGUINEO,MBOSS,MBOSS NDIAMBOUR,1,427.0,MAISON COMMUNAUTAIRE
GUINGUINEO,MBOSS,MBOSS NDIAMBOUR,2,426.0,FOYER DES JEUNES
GUINGUINEO,MBOSS,MBOSS TIDIANE,1,539.0,ECOLE ARABE
